2024-04-16 18:50:37.803 | INFO     | __main__:<module>:1 - aaa
2024-04-17 09:01:00.569 | INFO     | __main__:bayesian_net:57 - start building
2024-04-17 09:01:26.900 | INFO     | __main__:bayesian_net:74 - calculating posterior prob
2024-04-17 09:01:28.524 | INFO     | __main__:bayesian_net:81 - writing to gdb
2024-04-17 09:01:28.902 | INFO     | __main__:bayesian_net:93 - making prediction
2024-04-17 09:02:04.755 | INFO     | __main__:bayesian_net:74 - calculating posterior prob
2024-04-17 09:02:06.377 | INFO     | __main__:bayesian_net:81 - writing to gdb
2024-04-17 09:02:06.643 | INFO     | __main__:bayesian_net:93 - making prediction
2024-04-17 09:02:26.120 | INFO     | __main__:bayesian_net:57 - start building
2024-04-17 09:02:56.559 | INFO     | __main__:bayesian_net:74 - calculating posterior prob
2024-04-17 09:03:03.319 | INFO     | __main__:bayesian_net:81 - writing to gdb
2024-04-17 09:03:03.916 | INFO     | __main__:bayesian_net:93 - making prediction
2024-04-17 09:05:16.245 | INFO     | __main__:bayesian_net:59 - start building
2024-04-17 09:05:58.267 | INFO     | __main__:bayesian_net:76 - calculating posterior prob
2024-04-17 09:06:04.637 | INFO     | __main__:bayesian_net:83 - writing to gdb
2024-04-17 09:06:05.862 | INFO     | __main__:bayesian_net:95 - making prediction
2024-04-17 09:07:08.903 | INFO     | __main__:bayesian_net:76 - calculating posterior prob
2024-04-17 09:07:15.270 | INFO     | __main__:bayesian_net:83 - writing to gdb
2024-04-17 09:07:16.437 | INFO     | __main__:bayesian_net:95 - making prediction
2024-04-17 09:07:47.484 | INFO     | __main__:bayesian_net:59 - start building
2024-04-17 09:08:16.406 | INFO     | __main__:bayesian_net:78 - calculating posterior prob
2024-04-17 09:08:23.018 | INFO     | __main__:bayesian_net:85 - writing to gdb
2024-04-17 09:08:23.392 | INFO     | __main__:bayesian_net:97 - making prediction
2024-04-17 09:09:06.716 | INFO     | __main__:bayesian_net:78 - calculating posterior prob
2024-04-17 09:09:13.234 | INFO     | __main__:bayesian_net:85 - writing to gdb
2024-04-17 09:09:13.491 | INFO     | __main__:bayesian_net:97 - making prediction
2024-04-17 09:21:15.045 | INFO     | __main__:bayesian_net:59 - start building
2024-04-17 09:22:16.114 | INFO     | __main__:bayesian_net:59 - start building
2024-04-17 09:26:55.436 | INFO     | __main__:bayesian_net:59 - start building
2024-04-17 09:33:51.572 | INFO     | __main__:bayesian_net:59 - start building
2024-04-17 09:37:01.842 | INFO     | __main__:bayesian_net:59 - start building
2024-04-17 09:38:25.453 | INFO     | __main__:bayesian_net:59 - start building
2024-04-17 09:49:37.007 | INFO     | __main__:bayesian_net:59 - start building
2024-04-17 09:50:05.856 | INFO     | __main__:bayesian_net:82 - calculating posterior prob
2024-04-17 09:50:11.833 | INFO     | __main__:bayesian_net:89 - writing to gdb
2024-04-17 09:50:12.176 | INFO     | __main__:bayesian_net:101 - making prediction
2024-04-17 09:50:41.385 | INFO     | __main__:bayesian_net:82 - calculating posterior prob
2024-04-17 09:50:47.608 | INFO     | __main__:bayesian_net:89 - writing to gdb
2024-04-17 09:50:47.871 | INFO     | __main__:bayesian_net:101 - making prediction
2024-04-17 09:50:55.453 | INFO     | __main__:bayesian_net:82 - calculating posterior prob
2024-04-17 09:51:01.846 | INFO     | __main__:bayesian_net:89 - writing to gdb
2024-04-17 09:51:02.107 | INFO     | __main__:bayesian_net:101 - making prediction
2024-04-17 09:51:26.576 | INFO     | __main__:bayesian_net:82 - calculating posterior prob
2024-04-17 10:06:07.400 | ERROR    | __main__:lifespan:31 - model base loading error: [Errno 2] No such file or directory: 'model_base.pickle'
2024-04-17 10:10:30.390 | ERROR    | __main__:lifespan:32 - model base loading error: [Errno 2] No such file or directory: 'model_base.pickle'
2024-04-17 10:11:04.610 | ERROR    | __main__:lifespan:32 - model base loading error: [Errno 2] No such file or directory: 'model_base.pickle'
2024-04-17 10:12:57.070 | ERROR    | __main__:lifespan:32 - model base loading error: Ran out of input
2024-04-17 10:13:19.023 | INFO     | __main__:lifespan:30 - model base loaded: {}
2024-04-17 10:13:26.598 | INFO     | __main__:bayesian_net:78 - start building
2024-04-17 10:13:55.972 | INFO     | __main__:bayesian_net:101 - calculating posterior prob
